Subawardee UEI,Hull,Subawardee Vendor Name,Builder,Predominant SWBS,Assigned $M,Records,First Subaward,Last Subaward,Confidence
HJFAW5KCG7N7,DDG 135,"MAST TECHNOLOGIES, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JK4WJKLD44G9,DDG 135,"METALTEK INTERNATIONAL, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
MC77SUMRLXY5,DDG 135,"MILWAUKEE VALVE CO, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
PQGNEEY9W5M3,DDG 135,Northrop Grumman Systems Corporation,HII-Ingalls,U00 No SWBS Evidence,,,,,B
N5KMLMXEPFM5,DDG 135,PARKER HANNIFIN CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JGNYLKEPEBL4,DDG 135,PEMCO-NAVAL ENGINEERING WORKS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
M2XAYNY2P889,DDG 135,"POWELL ELECTRONICS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
D44RA79E3K57,DDG 135,PRECISION PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NBM4G4SAFQM3,DDG 135,QUALITY PERFORMANCE INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HQYTCMF5RGE4,DDG 135,SHERBURN ELECTRONICS INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HNJDANSKDZK9,DDG 135,"SPECTRONICS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
J2DMF1YRKD96,DDG 135,STANDARD CALIBRATIONS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FNQSY3S2MCM9,DDG 135,"STS OPERATING, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FUNJJEK23XN5,DDG 135,"TCH DISTRIBUTORS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
MAKYNVTMNZX1,DDG 135,"TRAC REGULATOR CO., INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QEP4TKLKQDV3,DDG 135,"U.S. PIONEER, L.L.C.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HMBSX7Z72UK4,DDG 135,"WESTLAND TECHNOLOGIES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
L2EDH4DX27J5,DDG 135,WILLIAM E WILLIAMS VALVE CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QKJUKKE5WPA8,DDG 137,GULF COPPER & MANUFACTURING CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
SKKACASET588,DDG 137,DYNALEC CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KNEFNMWXBK39,DDG 137,JO-KELL INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KLDTZDR12ZB7,DDG 137,JUNIPER ELBOW CO INC,HII-Ingalls,100 Hull Structure,,,,,B
JU2ME5ZK8VL3,DDG 137,"MMC METROLOGY LAB, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
J7JJKMJGC7K1,DDG 137,"NAC GROUP, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QNF5KM7YJSN7,DDG 137,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",HII-Ingalls,100 Hull Structure,,,,,B
PJRYS7EFXQD9,DDG 137,B N L INDUSTRIES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
U23DM4ULNLS3,DDG 137,BAE SYSTEMS JACKSONVILLE SHIP REPAIR LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
U8SDJVH8SQ19,DDG 137,CITY ELECTRIC SUPPLY COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MSYWUDGYPKF5,DDG 137,"CP INDUSTRIES HOLDINGS, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
MMDRDDVELDX8,DDG 137,DANTE VALVE COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
GXPHJRVG9MR7,DDG 137,DRS NAVAL POWER SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
M4ANYAZ8Q6H8,DDG 137,GEMS SENSORS INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
CBMZJ3Z5SC89,DDG 137,GOODRICH CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QV38GMJUBJQ3,DDG 137,L3HARRIS MARITIME SERVICES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
Q35JL9GFCAK3,DDG 137,MAROTTA CONTROLS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EV4ZGUNNKMJ6,DDG 137,"PACIFIC SHIP REPAIR & FABRICATION, INC.",HII-Ingalls,100 Hull Structure,,,,,B
NQKEVF8KEMP1,DDG 137,PIVOTAL POWER INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LG8PRS9MR697,DDG 137,SFC VALVE CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FUNJJEK23XN5,DDG 137,"TCH DISTRIBUTORS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGVPVLMRHH51,DDG 137,"W. & O. SUPPLY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
L2EDH4DX27J5,DDG 137,WILLIAM E WILLIAMS VALVE CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
XK8VBJ94L4E9,DDG 137,"AEROSPACE SUPPLY, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HLFDNJU7KXJ1,DDG 137,BOGUE SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JRHJJRY6DWK3,DDG 137,"CORNELL-CARR CO., INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
C1NAJQ34VWM5,DDG 137,Cameron Energy Services Corp.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
C1B6X8AADFB1,DDG 137,"Comsaco, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
M647MA6E64V1,DDG 137,DEWEY ELECTRONICS CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
XJTAAHL58NB6,DDG 137,"EASTERN SHIPBUILDING GROUP, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JJRDPJY9GQA8,DDG 137,FLETCHER CONSTRUCTION CO INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGL1LNBH8KM5,DDG 137,GRISWOLD INDUSTRIES,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZVKEBJ4HQHB8,DDG 137,HEILIND MIL-AERO LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
DQ35GXAUTW61,DDG 137,INDUSTRIAL CORROSION CONTROL INC,HII-Ingalls,600 Outfit & Furnishings,,,,,B
LR2HQKYJLDZ7,DDG 137,JA MOODY LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZW3UMG9YVNA9,DDG 137,"L3Harris Maritime Power & Energy Solutions, Inc.",HII-Ingalls,300 Electric Plant,,,,,B
HUK5MJK4MH39,DDG 137,"LESLIE CONTROLS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
VE86LWM6ABF6,DDG 137,MASON FOREST PRODUCTS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HJFAW5KCG7N7,DDG 137,"MAST TECHNOLOGIES, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EDJPMQN1HSJ1,DDG 137,"MSA SAFETY SALES, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
E5NZAXG4MNB7,DDG 137,MURRAY BENJAMIN ELECTRIC CO LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
PQGNEEY9W5M3,DDG 137,Northrop Grumman Systems Corporation,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NBM4G4SAFQM3,DDG 137,QUALITY PERFORMANCE INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
P4XPJNTCHB68,DDG 137,SCHOELLHORN - ALBRECHT MACHINE CO INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HQYTCMF5RGE4,DDG 137,SHERBURN ELECTRONICS INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HNJDANSKDZK9,DDG 137,"SPECTRONICS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
J2DMF1YRKD96,DDG 137,STANDARD CALIBRATIONS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FNQSY3S2MCM9,DDG 137,"STS OPERATING, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
D2J1SSHB5EB7,DDG 137,THE HELLAN STRAINER CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MAKYNVTMNZX1,DDG 137,"TRAC REGULATOR CO., INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
QEP4TKLKQDV3,DDG 137,"U.S. Pioneer, L.L.C.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HMBSX7Z72UK4,DDG 137,"WESTLAND TECHNOLOGIES, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
MC77SUMRLXY5,DDG 139,MILWAUKEE VALVE CO INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
PJRYS7EFXQD9,DDG 139,B N L INDUSTRIES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
SKKACASET588,DDG 139,DYNALEC CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
Q35JL9GFCAK3,DDG 139,MAROTTA CONTROLS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGL1LNBH8KM5,DDG 139,GRISWOLD INDUSTRIES,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KNEFNMWXBK39,DDG 139,JO-KELL INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MMDRDDVELDX8,DDG 139,DANTE VALVE COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FYS6F3284LN3,DDG 139,VELAN VALVE CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
L2EDH4DX27J5,DDG 139,WILLIAM E WILLIAMS VALVE CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LR2HQKYJLDZ7,DDG 139,JA MOODY LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QNF5KM7YJSN7,DDG 139,"SOUTHCOAST WELDING & MANUFACTURING, LLC.",HII-Ingalls,100 Hull Structure,,,,,B
LGVPVLMRHH51,DDG 139,"W. & O. SUPPLY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HLFDNJU7KXJ1,DDG 139,BOGUE SYSTEMS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QNEXJLA47BM4,DDG 139,"JAMESTOWN METAL MARINE SALES, INC.",HII-Ingalls,600 Outfit & Furnishings,,,,,B
KLDTZDR12ZB7,DDG 139,JUNIPER ELBOW CO INC,HII-Ingalls,100 Hull Structure,,,,,B
JGNYLKEPEBL4,DDG 139,PEMCO-NAVAL ENGINEERING WORKS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LG8PRS9MR697,DDG 139,SFC VALVE CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
D2J1SSHB5EB7,DDG 139,THE HELLAN STRAINER CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MSYWUDGYPKF5,DDG 139,"CP INDUSTRIES HOLDINGS, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JA2KCX21NL48,DDG 139,"DEFENSE MARITIME SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
TMDVSPNEFR69,DDG 139,"Ives Equipment, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EV4ZGUNNKMJ6,DDG 139,"PACIFIC SHIP REPAIR & FABRICATION, INC.",HII-Ingalls,100 Hull Structure,,,,,B
M4ANYAZ8Q6H8,DDG 139,"Setra Systems, Inc.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
DQLZFV6PFCB9,DDG 139,"TATE ANDALE, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FUNJJEK23XN5,DDG 139,"TCH DISTRIBUTORS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
G7SQBKZNPRN4,DDG 139,"ACCU-FAB AND CONSTRUCTION, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
HWLGUR28KMS6,DDG 139,APPLETON MARINE INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
CAKCE9S4WL78,DDG 139,"AZTEC GLOBAL SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
EZVMH8VEGL34,DDG 139,BAUER COMPRESSORS INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
WWMME88ERQG5,DDG 139,BESTWELD INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
EJ1DW3A8BFM8,DDG 139,CORE INDUSTRIES INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
RLXQHCXFT513,DDG 139,CUNICO CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
XJTAAHL58NB6,DDG 139,"EASTERN SHIPBUILDING GROUP, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
TSCZLHCGNQ53,DDG 139,FACET (OKLAHOMA) LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KH1SMVPKSHY4,DDG 139,GREAT LAKES SOUND & VIBRATION INC,HII-Ingalls,200 Propulsion Plant,,,,,B
QKJUKKE5WPA8,DDG 139,GULF COPPER & MANUFACTURING CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JW6PXX1WALN4,DDG 139,HOWDEN NORTH AMERICA INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
NJBMT6E7P7B4,DDG 139,INTERNATIONAL WELDING & FABRICATION INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QV38GMJUBJQ3,DDG 139,L3HARRIS MARITIME SERVICES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
ZW3UMG9YVNA9,DDG 139,"L3Harris Maritime Power & Energy Solutions, Inc.",HII-Ingalls,300 Electric Plant,,,,,B
FLQJXSFMNQP6,DDG 139,LISTER CHAIN & FORGE INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
GMVJD1H9JQX8,DDG 139,"MICROFLEX, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
E5NZAXG4MNB7,DDG 139,MURRAY BENJAMIN ELECTRIC CO LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
P4XPJNTCHB68,DDG 139,SCHOELLHORN - ALBRECHT MACHINE CO INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HQYTCMF5RGE4,DDG 139,SHERBURN ELECTRONICS INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HNJDANSKDZK9,DDG 139,"SPECTRONICS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FNQSY3S2MCM9,DDG 139,"STS OPERATING, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
G9N1X873CYJ6,DDG 139,THE TIMKEN COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MAKYNVTMNZX1,DDG 139,"TRAC REGULATOR CO., INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FFZLXPAQCMD8,DDG 139,WHITING DOOR MANUFACTURING CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
VDGQNU1VJC64,DDG 139,XCHANGER MANUFACTURING CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
MC77SUMRLXY5,DDG 141,"MILWAUKEE VALVE CO, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
YELYMYLF82L9,DDG 141,"LAKE SHORE SYSTEMS, INC.",HII-Ingalls,500 Auxiliary Systems,,,,,B
PJRYS7EFXQD9,DDG 141,B N L INDUSTRIES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MMDRDDVELDX8,DDG 141,DANTE VALVE COMPANY,HII-Ingalls,U00 No SWBS Evidence,,,,,B
SKKACASET588,DDG 141,DYNALEC CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGL1LNBH8KM5,DDG 141,GRISWOLD INDUSTRIES,HII-Ingalls,U00 No SWBS Evidence,,,,,B
KNEFNMWXBK39,DDG 141,JO-KELL INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JW6PXX1WALN4,DDG 141,HOWDEN NORTH AMERICA INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
LR2HQKYJLDZ7,DDG 141,JA MOODY LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
Q35JL9GFCAK3,DDG 141,MAROTTA CONTROLS INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MKXMUFJJYLY5,DDG 141,WARD LEONARD CT LLC,HII-Ingalls,300 Electric Plant,,,,,B
M4ELQDG7JLM5,DDG 141,AIR & LIQUID SYSTEMS CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
HLFDNJU7KXJ1,DDG 141,BOGUE SYSTEMS INC,HII-Ingalls,300 Electric Plant,,,,,B
VJMTKNLENX24,DDG 141,ENGINEERED COIL COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
Z89SS59265U9,DDG 141,ESPEY MFG AND ELECTRONICS CORP,HII-Ingalls,300 Electric Plant,,,,,B
XYNDM1Y7XGG7,DDG 141,AMERICAN METAL BEARING CO,HII-Ingalls,200 Propulsion Plant,,,,,B
VJHFDLA3NLG8,DDG 141,BRADKEN INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JA2KCX21NL48,DDG 141,"DEFENSE MARITIME SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
RJGEKQDTZKT8,DDG 141,ELECTRIC HEATER CO,HII-Ingalls,500 Auxiliary Systems,,,,,B
M4ANYAZ8Q6H8,DDG 141,GEMS SENSORS INC.,HII-Ingalls,500 Auxiliary Systems,,,,,B
QVTKQ7LJE196,DDG 141,M.T. DAVIDSON COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
JEP5GQGFPUL9,DDG 141,Portland Valve LLC,HII-Ingalls,500 Auxiliary Systems,,,,,B
P4XPJNTCHB68,DDG 141,SCHOELLHORN - ALBRECHT MACHINE CO INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
QEP4TKLKQDV3,DDG 141,"U.S. Pioneer, L.L.C.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
LM35HWEVUPH3,DDG 141,ADI TECHNOLOGIES INC.,HII-Ingalls,600 Outfit & Furnishings,,,,,B
WSK3WRSGKAU1,DDG 141,ALFA LAVAL INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
HWLGUR28KMS6,DDG 141,APPLETON MARINE INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
E3YNKWRANZ18,DDG 141,"AQUA-CHEM, INC.",HII-Ingalls,200 Propulsion Plant,,,,,B
EZVMH8VEGL34,DDG 141,BAUER COMPRESSORS INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
WWMME88ERQG5,DDG 141,BESTWELD INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
UK6NAHCH8459,DDG 141,CAROLINA POWER SYSTEMS OF SUMTER INC,HII-Ingalls,300 Electric Plant,,,,,B
KYURG7LRSC89,DDG 141,CIRCOR NAVAL SOLUTIONS LLC,HII-Ingalls,200 Propulsion Plant,,,,,B
MSYWUDGYPKF5,DDG 141,"CP INDUSTRIES HOLDINGS, INC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
RLXQHCXFT513,DDG 141,CUNICO CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NYGUEDY27AM8,DDG 141,CURTISS-WRIGHT FLOW CONTROL CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
N6P1AGPMV456,DDG 141,EVAC NORTH AMERICA INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
NN7PCHZFNZP8,DDG 141,GOODWIN STEEL CASTINGS LIMITED,HII-Ingalls,200 Propulsion Plant,,,,,B
KH1SMVPKSHY4,DDG 141,GREAT LAKES SOUND & VIBRATION INC,HII-Ingalls,200 Propulsion Plant,,,,,B
FLMQAKFEMG64,DDG 141,INDEECO LLC,HII-Ingalls,500 Auxiliary Systems,,,,,B
QNEXJLA47BM4,DDG 141,"JAMESTOWN METAL MARINE SALES, INC.",HII-Ingalls,600 Outfit & Furnishings,,,,,B
KLDTZDR12ZB7,DDG 141,JUNIPER ELBOW CO. INC.,HII-Ingalls,500 Auxiliary Systems,,,,,B
QV38GMJUBJQ3,DDG 141,L3HARRIS MARITIME SERVICES INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
GMVJD1H9JQX8,DDG 141,"MICROFLEX, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FGNQE3RF1FK5,DDG 141,"MORPAC INDUSTRIES, INC",HII-Ingalls,500 Auxiliary Systems,,,,,B
E5NZAXG4MNB7,DDG 141,MURRAY BENJAMIN ELECTRIC CO LLC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
JGNYLKEPEBL4,DDG 141,PEMCO-NAVAL ENGINEERING WORKS INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
LG8PRS9MR697,DDG 141,SFC Valve Corporation,HII-Ingalls,U00 No SWBS Evidence,,,,,B
HQYTCMF5RGE4,DDG 141,SHERBURN ELECTRONICS INC.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
FNQSY3S2MCM9,DDG 141,"STS OPERATING, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
DQLZFV6PFCB9,DDG 141,"TATE ANDALE, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FUNJJEK23XN5,DDG 141,"TCH DISTRIBUTORS, LLC",HII-Ingalls,U00 No SWBS Evidence,,,,,B
JRUCKDSNXKD5,DDG 141,THE ENTWISTLE COMPANY LLC,HII-Ingalls,500 Auxiliary Systems,,,,,B
D2J1SSHB5EB7,DDG 141,THE HELLAN STRAINER CO,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MAKYNVTMNZX1,DDG 141,"TRAC REGULATOR CO., INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FYS6F3284LN3,DDG 141,VELAN VALVE CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
LGVPVLMRHH51,DDG 141,"W. & O. SUPPLY, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
FFZLXPAQCMD8,DDG 141,WHITING DOOR MANUFACTURING CORP.,HII-Ingalls,U00 No SWBS Evidence,,,,,B
L2EDH4DX27J5,DDG 141,WILLIAM E WILLIAMS VALVE CORP,HII-Ingalls,U00 No SWBS Evidence,,,,,B
VDGQNU1VJC64,DDG 141,XCHANGER MANUFACTURING CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
J6DMEL935CD1,DDG 141,Xylem Inc.,HII-Ingalls,500 Auxiliary Systems,,,,,B
YELYMYLF82L9,DDG 142,"LAKE SHORE SYSTEMS, INC.",HII-Ingalls,500 Auxiliary Systems,,,,,B
JW6PXX1WALN4,DDG 142,HOWDEN NORTH AMERICA INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
MKXMUFJJYLY5,DDG 142,WARD LEONARD CT LLC,HII-Ingalls,300 Electric Plant,,,,,B
M4ELQDG7JLM5,DDG 142,AIR & LIQUID SYSTEMS CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
VJMTKNLENX24,DDG 142,ENGINEERED COIL COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
Z89SS59265U9,DDG 142,ESPEY MFG AND ELECTRONICS CORP,HII-Ingalls,300 Electric Plant,,,,,B
XYNDM1Y7XGG7,DDG 142,AMERICAN METAL BEARING CO,HII-Ingalls,200 Propulsion Plant,,,,,B
HLFDNJU7KXJ1,DDG 142,BOGUE SYSTEMS INC,HII-Ingalls,L00 Legacy / Unmapped SWBS Reference,,,,,B
VJHFDLA3NLG8,DDG 142,BRADKEN INC,HII-Ingalls,U00 No SWBS Evidence,,,,,B
MMDRDDVELDX8,DDG 142,DANTE VALVE COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
JA2KCX21NL48,DDG 142,"DEFENSE MARITIME SOLUTIONS, INC.",HII-Ingalls,U00 No SWBS Evidence,,,,,B
SKKACASET588,DDG 142,DYNALEC CORPORATION,HII-Ingalls,"400 Command, Control & Surveillance",,,,,B
RJGEKQDTZKT8,DDG 142,ELECTRIC HEATER CO,HII-Ingalls,500 Auxiliary Systems,,,,,B
M4ANYAZ8Q6H8,DDG 142,GEMS SENSORS INC.,HII-Ingalls,500 Auxiliary Systems,,,,,B
QVTKQ7LJE196,DDG 142,M.T. DAVIDSON COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
WSK3WRSGKAU1,DDG 142,ALFA LAVAL INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
M6ZTA4NZGLQ5,DDG 142,ANDERSON METAL INDUSTRIES INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
HWLGUR28KMS6,DDG 142,APPLETON MARINE INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
E3YNKWRANZ18,DDG 142,"AQUA-CHEM, INC.",HII-Ingalls,200 Propulsion Plant,,,,,B
EZVMH8VEGL34,DDG 142,BAUER COMPRESSORS INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
UK6NAHCH8459,DDG 142,CAROLINA POWER SYSTEMS OF SUMTER INC,HII-Ingalls,300 Electric Plant,,,,,B
KYURG7LRSC89,DDG 142,CIRCOR NAVAL SOLUTIONS LLC,HII-Ingalls,200 Propulsion Plant,,,,,B
RLXQHCXFT513,DDG 142,CUNICO CORPORATION,HII-Ingalls,U00 No SWBS Evidence,,,,,B
NYGUEDY27AM8,DDG 142,CURTISS-WRIGHT FLOW CONTROL CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
N6P1AGPMV456,DDG 142,EVAC NORTH AMERICA INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
NN7PCHZFNZP8,DDG 142,GOODWIN STEEL CASTINGS LIMITED,HII-Ingalls,200 Propulsion Plant,,,,,B
KH1SMVPKSHY4,DDG 142,GREAT LAKES SOUND & VIBRATION INC,HII-Ingalls,200 Propulsion Plant,,,,,B
FLMQAKFEMG64,DDG 142,INDEECO LLC,HII-Ingalls,500 Auxiliary Systems,,,,,B
KLDTZDR12ZB7,DDG 142,JUNIPER ELBOW CO. INC.,HII-Ingalls,500 Auxiliary Systems,,,,,B
Q35JL9GFCAK3,DDG 142,MAROTTA CONTROLS INC,HII-Ingalls,500 Auxiliary Systems,,,,,B
FGNQE3RF1FK5,DDG 142,"MORPAC INDUSTRIES, INC",HII-Ingalls,500 Auxiliary Systems,,,,,B
JEP5GQGFPUL9,DDG 142,Portland Valve LLC,HII-Ingalls,500 Auxiliary Systems,,,,,B
V1MQFNQB56Z5,DDG 142,RIX INDUSTRIES,HII-Ingalls,500 Auxiliary Systems,,,,,B
JRUCKDSNXKD5,DDG 142,THE ENTWISTLE COMPANY LLC,HII-Ingalls,500 Auxiliary Systems,,,,,B
VDGQNU1VJC64,DDG 142,XCHANGER MANUFACTURING CORPORATION,HII-Ingalls,500 Auxiliary Systems,,,,,B
J6DMEL935CD1,DDG 142,Xylem Inc.,HII-Ingalls,500 Auxiliary Systems,,,,,B
YELYMYLF82L9,DDG 143,"LAKE SHORE SYSTEMS, INC.",HII-Ingalls,500 Auxiliary Systems,,,,,B
VJMTKNLENX24,DDG 143,ENGINEERED COIL COMPANY,HII-Ingalls,500 Auxiliary Systems,,,,,B
