Subawardee UEI,Subawardee Vendor Name,Subawardee DBA Name,Parent UEI,Parent Vendor Name,Subaward Report ID,Subaward Report Number,Subaward Number,Subaward Date,Submitted Date,Subaward Amount $,Subaward Description,Subawardee Street Address,Subawardee Street Address 2,Subawardee City,Subawardee Congressional District,Subawardee State Code,Subawardee State Name,Country Code,Country Name,Subawardee ZIP,Business Type Codes,Business Type Names,Top Pay Salaries,Top Pay Employee Names,Prime PIID,Prime Contract Key,Agency ID,Referenced IDV PIID,Referenced IDV Agency ID,Prime Award Type,Total Contract Value $,Base Award Date Signed,Prime Entity UEI,Prime Entity Name,Description of Requirement,Prime NAICS,Prime NAICS Description,Funding Agency Code,Funding Agency Name,Funding Office Code,Funding Office Name,Funding Department Code,Funding Department Name,Contracting Agency Code,Contracting Agency Name,Contracting Office Code,Contracting Office Name,Contracting Department Code,Contracting Department Name,HII Work-Item Code,Builder,SWBS Subsystem,SWBS,SWBS basis,Direct Hull Text,Direct Hull Count,Prime Requirement Hull Text,Prime Requirement Hull Count,Lifecycle Stage,Lifecycle Stage Basis,Date Source Confidence,Narrowing Result,Lifecycle Confidence
ZW3UMG9YVNA9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HUNTINGTON INGALLS INCORPORATED,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",21031244,bffcb1f2-fcba-11ef-8e2a-e7034f2d18cd,1162109-8,2021-04-01,2021-08-11,78690.0,04018-01 P&L PANELS (DDG128),12402 E 60TH ST,,tulsa,01,OK,Oklahoma,USA,United States,741466920,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04018-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Apr 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
ZW3UMG9YVNA9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HUNTINGTON INGALLS INCORPORATED,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",21031249,bffce474-fcba-11ef-8e2a-e7034f2d18cd,1162109-9,2021-04-11,2021-08-11,184461.0,04018-01 P&L PANELS (DDG128),12402 E 60TH ST,,tulsa,01,OK,Oklahoma,USA,United States,741466920,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04018-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Apr 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
ZW3UMG9YVNA9,L-3 COMMUNICATIONS WESTWOOD CORPORATION,HUNTINGTON INGALLS INCORPORATED,SJULQDJ8NZU7,"L3HARRIS TECHNOLOGIES, INC.",21031245,bffcb4cc-fcba-11ef-8e2a-e7034f2d18cd,1162109-10,2021-04-16,2021-08-11,141716.0,04018-01 P&L PANELS (DDG128),12402 E 60TH ST,,tulsa,01,OK,Oklahoma,USA,United States,741466920,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04018-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Apr 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
QEP4TKLKQDV3,"U.S. PIONEER, L.L.C.",HUNTINGTON INGALLS INCORPORATED,,,21032036,c0fc649e-fcba-11ef-8e2a-e7034f2d18cd,1188753-1,2021-04-28,2021-08-11,32796.0,08024-01 (DDG128),4450 S 70TH E AVE,,tulsa,01,OK,Oklahoma,USA,United States,741454607,2X; LJ; MF,For-Profit Organization; Limited Liability Company; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08024-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Apr 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
SKKACASET588,DYNALEC CORPORATION,HUNTINGTON INGALLS INCORPORATED,SKKACASET588,DYNALEC CORPORATION,21030554,be89f7c6-fcba-11ef-8e2a-e7034f2d18cd,1189290-1,2021-05-05,2021-08-10,97516.0,04041-01 INDICATOR (DDG128),87 W MAIN ST,,sodus,24,NY,New York,USA,United States,145511137,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,04041-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,May 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",HUNTINGTON INGALLS INCORPORATED,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",21031238,bffca112-fcba-11ef-8e2a-e7034f2d18cd,1189996-1,2021-05-10,2021-08-10,47304.0,08517-01 (DDG128),ONE WILLOW TREE RD,,leonia,09,NJ,New Jersey,USA,United States,076052239,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08517-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,May 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",HUNTINGTON INGALLS INCORPORATED,LN9YKAX66918,"KULITE SEMICONDUCTOR PRODUCTS, INC",21031236,bffc9bea-fcba-11ef-8e2a-e7034f2d18cd,1190934-1,2021-05-14,2021-08-10,27586.0,08317-01 (DDG128),ONE WILLOW TREE RD,,leonia,09,NJ,New Jersey,USA,United States,076052239,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08317-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,May 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
NQKEVF8KEMP1,PIVOTAL POWER INC,HUNTINGTON INGALLS INCORPORATED,W8PTMRME1496,LEONARDO SPA,21031783,c0f981ca-fcba-11ef-8e2a-e7034f2d18cd,1191121-1,2021-05-17,2021-08-10,197616.0,08404-01 (DDG128),150 BLUEWATER RD,,bedford,,ZZ,Non-US,CA,Canada,B4B 1G9,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08404-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,May 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
SKKACASET588,DYNALEC CORPORATION,HUNTINGTON INGALLS INCORPORATED,SKKACASET588,DYNALEC CORPORATION,21030507,be8972ec-fcba-11ef-8e2a-e7034f2d18cd,1195462-1,2021-06-21,2021-08-10,41284.0,08022-03 (DDG128),87 W MAIN ST,,sodus,24,NY,New York,USA,United States,145511137,2X; MF; XS,For-Profit Organization; Manufacturer of Goods; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08022-03,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Jun 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
LGVPVLMRHH51,"W. & O. SUPPLY, INC.",HUNTINGTON INGALLS INCORPORATED,HUYTR5ZGSSN6,"W. & O. SUPPLY, INC.",21032118,c0fd412a-fcba-11ef-8e2a-e7034f2d18cd,1196841-1,2021-07-01,2021-08-10,54595.8,07280-01 (DDG-128),4766 RANGELINE RD STE 1,,mobile,01,AL,Alabama,USA,United States,366199576,2X,For-Profit Organization,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,07280-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Jul 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
NBM4G4SAFQM3,"QUALITY PERFORMANCE, INC.",HUNTINGTON INGALLS INCORPORATED,X9C7KVWCMQJ6,"VALKYRIE ENTERPRISES, INC.",21031854,c0fa49de-fcba-11ef-8e2a-e7034f2d18cd,1195459-1,2021-07-02,2021-08-10,60588.16,08160-01 (DDG128),9708 ASHLEY DAWN CT,,fredericksburg,01,VA,Virginia,USA,United States,224089472,2X; XS,For-Profit Organization; S Corporation,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,08160-01,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Jul 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
HMBSX7Z72UK4,"WESTLAND TECHNOLOGIES, INC.",HUNTINGTON INGALLS INCORPORATED,SFBKRA9THBA3,ESCO TECHNOLOGIES INC.,21032167,c0fdc4a6-fcba-11ef-8e2a-e7034f2d18cd,1156997-1,2021-07-08,2021-08-10,47840.0,05140-03  DDG128,107 S RIVERSIDE DR,,modesto,10,CA,California,USA,United States,953544004,2X; MF,For-Profit Organization; Manufacturer of Goods,,,N0002418C2307,CONT_AWD_N0002418C2307_9700_-NONE-_-NONE-,9700,,,AWARD,6.39969635085E9,2021-08-05,C3NLZNSMU254,HUNTINGTON INGALLS INCORPORATED,"WF-3547R1 - INSTALL STAINLESS STEEL SHEATHING IN COMMANDING OFFICER BATH WF-3549C1 - REPLACE VEGA TDR/RADAR TLI DUE TO OBSOLESCENCE
CONSTRUCT FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG128
CONSTRUCT FIRM SHIP 2 FY18 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG129
CONSTRUCT FIRM SHIP FY19 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG131
CONSTRUCT FIRM SHIP 1 FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG133
CONSTRUCT OPTION SHIP FY20 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG135
CONSTRUCT FIRM SHIP FY21 DDG CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM SHIP FY22 DDG CLASS GUIDED MISSILE DESTROYER
CONSTRUCT FIRM HHIP FY21 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG137
CONSTRUCT FIRM HHIP FY22 DDG 51 CLASS GUIDED MISSILE DESTROYER DDG139",336611,336611 -- Ship Building and Repairing,1700,DEPT OF THE NAVY,N00024,NAVSEA HQ,9700,DEPT OF DEFENSE,1700,DEPT OF THE NAVY,N69316,SUP OF SHIPBUILDING CONV AND REPAIR,9700,DEPT OF DEFENSE,05140-03,HII-Ingalls,,,,DDG 128,1,DDG 128 / DDG 129 / DDG 131 / DDG 133 / DDG 135 / DDG 137 / DDG 139,7,Long-lead,Jul 2021 in DDG 128 long-lead window (before fabrication start),Actual,,
